books_id;book_id;avg_rating
177515;174834;3,51
178357;174879;4,33
178476;175004;4,12
178599;175078;4,14
178788;175113;4,21
178813;175319;3,20
179064;175510;4,18
179142;175675;3,87
179174;175983;4,26
179264;176326;3,77
179780;176327;4,14
180066;176839;4,03
180116;177515;4,10
180463;178357;4,11
180617;178476;3,86
180930;178599;4,01
181077;178788;4,09
181206;178813;3,99
181400;179064;4,52
181601;179142;4,22
181886;179174;3,89
182381;179264;3,85
182496;179780;3,98
183554;180066;4,18
183656;180116;4,02
183660;180463;3,86
183822;180617;3,94
184040;180930;4,25
184419;181077;3,85
184644;181206;4,18
184661;181400;4,26
185012;181601;4,13
186103;181886;3,77
186190;182381;4,06
187020;182496;3,91
187181;183554;4,03
187633;183656;3,67
187812;183660;3,80
188230;183822;4,02
189182;184040;4,15
189783;184419;3,96
189802;184644;4,07
189811;184661;4,10
190115;185012;3,97
190999;186103;4,03
191113;186190;4,29
191117;187020;4,35
191139;187181;4,34
191170;187633;4,19
192510;187812;4,36
192893;188230;3,91
193093;189182;4,23
193755;189783;4,01
194086;189802;3,24
194366;189811;4,30
194373;190115;4,32
194479;190999;4,01
194755;191113;3,74
194808;191117;3,92
196613;191139;3,34
196764;191170;4,15
196951;192510;4,25
196970;192893;4,36
197084;193093;4,16
197512;193755;4,35
198332;194086;3,96
198863;194366;3,93
199531;194373;3,94
199532;194479;3,86
200572;194755;4,13
201114;194808;4,19
201126;196613;4,27
201138;196764;4,00
201145;196951;4,31
201146;196970;4,22
201341;197084;4,09
201345;197512;4,13
202146;198332;4,15
202948;198863;3,72
203220;199531;4,26
203805;199532;4,14
204779;200572;4,08
205218;201114;4,01
205330;201126;4,20
205476;201138;3,63
205821;201145;3,99
206172;201146;4,15
206309;201341;3,92
206731;201345;4,22
206962;202146;3,95
207153;202948;3,91
207569;203220;3,77
207781;203805;3,87
207802;204779;3,86
208036;205218;4,00
208146;205330;4,12
209194;205476;3,97
209631;205821;4,22
210329;206172;4,07
210404;206309;4,24
211099;206731;3,97
212525;206962;3,65
213367;207153;4,19
213647;207569;3,95
213753;207781;3,89
214332;207802;4,17
214333;208036;4,10
214614;208146;4,22
214856;209194;3,71
215631;209631;4,15
216048;210329;4,52
216304;210404;4,29
216377;211099;3,94
216443;212525;4,12
217432;213367;4,00
217436;213647;3,95
218357;213753;3,98
218427;214332;4,07
218659;214333;4,27
219205;214614;3,71
219499;214856;3,96
219919;215631;4,20
220826;216048;4,49
220968;216304;4,20
220969;216377;4,00
220970;216443;4,07
221059;217432;3,70
222458;217436;3,96
223380;218357;4,27
223462;218427;3,86
223838;218659;4,15
225343;219205;3,57
225545;219499;4,25
225774;219919;4,09
226162;220826;3,99
226315;220968;3,68
226378;220969;4,11
226706;220970;3,75
226791;221059;4,06
226858;222458;3,91
227265;223380;3,97
227280;223462;3,66
227463;223838;3,98
227492;225343;4,21
227571;225545;3,98
227590;225774;3,99
227593;226162;3,56
227603;226315;3,57
227651;226378;3,97
227658;226706;3,98
227711;226791;4,17
227778;226858;3,88
227865;227265;4,04
227941;227280;3,62
228194;227463;4,47
228199;227492;4,52
228200;227570;4,51
228221;227571;3,75
228258;227590;3,94
228261;227593;3,95
228296;227603;3,96
228560;227651;4,18
228630;227658;4,02
228696;227711;4,20
228765;227778;3,92
229123;227865;4,20
230003;227941;4,01
231560;228194;3,84
231585;228199;4,20
231804;228200;4,06
231821;228221;4,16
231850;228258;4,28
232109;228261;3,90
232123;228296;4,05
232268;228560;4,10
232576;228630;3,96
232577;228696;4,16
232958;228765;4,39
233093;229123;4,15
233389;230003;3,78
233667;231560;3,85
233691;231585;4,45
233818;231804;3,80
234184;231821;4,10
234489;231850;4,06
235127;232109;3,94
235718;232123;3,94
236056;232268;3,95
236093;232576;3,98
237114;232577;3,80
237320;232958;4,10
237665;233093;4,07
238360;233389;3,93
239186;233667;4,05
239239;233691;3,87
239381;233818;4,23
239509;234184;3,98
239810;234489;4,18
239917;235127;4,14
240130;235718;4,32
240976;236056;4,01
241387;236093;4,23
241934;237114;4,17
241969;237320;3,87
242006;237665;3,70
242472;238360;3,88
243598;239186;3,92
243685;239239;4,05
243705;239381;3,99
244115;239509;4,25
244383;239810;4,18
244572;239917;3,95
245700;240130;4,04
246468;240976;4,23
246546;241387;4,05
248482;241934;3,97
248483;241969;3,54
248484;242006;3,95
248596;242472;3,95
248704;243598;4,14
248787;243685;3,79
250024;243705;4,08
250729;244115;3,82
251446;244383;3,95
251519;244572;3,72
251665;245700;3,56
251688;246468;3,89
251762;246546;3,55
251964;248482;3,99
252499;248483;3,83
252577;248484;4,07
252938;248596;4,30
253058;248704;4,03
253106;248787;3,77
254308;250024;4,00
254799;250729;4,00
255127;251446;3,93
255458;251519;4,23
256566;251665;3,90
257257;251688;3,94
259538;251762;3,96
259836;251964;4,03
260791;252499;4,28
261122;252577;4,06
261240;252938;4,09
261243;253058;3,87
261331;253106;4,18
261689;254308;4,16
262430;254799;3,99
262545;255127;4,01
262731;255458;3,97
263050;256566;4,01
263145;257257;4,10
263147;259538;3,69
264158;259836;4,28
264778;260791;4,23
265205;261122;4,67
265650;261240;4,09
266765;261243;3,53
267243;261331;3,86
267972;261689;4,14
268601;262430;4,25
269322;262545;4,30
269386;262731;3,70
270032;263050;4,05
270067;263145;4,29
270435;263147;4,34
270730;264158;4,16
270804;264778;4,28
270805;265205;4,29
272315;265650;3,98
272895;266765;4,18
275000;267243;4,36
275247;267972;3,81
276287;268601;3,93
276342;269322;3,90
277397;269386;3,75
278102;270032;3,88
279692;270067;4,33
280111;270435;4,61
280240;270730;4,23
281235;270804;3,83
281433;270805;3,71
281512;272315;4,37
282356;272895;4,16
284440;275000;4,21
284996;275247;4,44
285205;276287;4,31
285500;276342;4,44
286957;277397;4,11
287380;278102;3,96
287655;279692;3,52
287861;280111;3,98
288644;280240;3,98
289029;281235;3,93
289601;281433;3,83
290039;281512;4,21
291356;282356;3,98
291364;284440;4,24
292275;284996;3,79
292408;285205;4,27
293101;285500;3,82
293595;286957;4,21
294043;287380;4,02
294047;287655;4,11
294081;287861;3,68
294430;288644;3,84
294613;289029;4,30
294951;289601;4,20
295132;290039;3,99
295305;291356;4,15
295834;291364;4,22
295961;292275;4,15
296125;292408;4,06
296298;293101;4,12
296662;293595;3,96
297249;294043;4,09
297627;294047;3,93
297673;294081;3,89
297792;294430;4,00
298137;294613;4,12
298230;294951;3,65
298275;295132;3,91
298567;295305;3,97
298816;295834;4,31
299215;295961;4,18
299384;296125;4,32
300225;296298;3,79
300226;296662;3,51
300650;297249;3,58
301736;297627;4,36
302998;297673;3,72
303098;297792;3,93
304027;298137;4,33
304079;298230;4,44
306364;298275;4,00
306654;298567;3,99
310146;298816;3,81
310258;299215;4,13
310272;299384;4,02
310459;300225;3,79
310612;300226;3,89
312050;300650;3,90
313605;301736;3,88
313620;302998;4,13
313631;303098;4,19
313998;304027;3,75
315425;304079;4,07
315519;306364;4,15
315578;306654;4,24
315882;310146;4,46
316496;310258;3,72
316558;310272;3,63
316845;310459;3,92
317282;310612;3,70
318404;312050;4,25
318431;313605;4,31
318525;313620;4,14
318742;313631;4,24
319644;313998;4,21
320167;315425;3,83
321545;315519;3,99
321552;315578;4,09
321577;315882;3,72
322351;316496;3,75
323289;316558;3,98
323355;316845;4,37
324277;317282;3,97
324737;318404;4,24
324748;318431;3,83
325085;318525;3,89
325416;318742;4,00
325421;319644;3,98
327194;320167;4,28
327242;321545;3,97
327246;321552;3,97
327255;321577;3,99
327847;321645;4,14
328802;322351;4,30
328854;323289;3,91
330744;323355;4,26
330760;324277;3,68
331256;324737;4,21
331319;324748;3,94
331695;325085;3,68
331701;325416;4,15
331920;325421;3,94
332348;327194;3,46
332613;327242;4,18
332631;327246;4,23
332775;327255;3,64
333538;327847;3,97
333867;328802;4,13
333907;328854;4,10
334123;330744;3,99
334286;330760;3,94
334643;331256;4,29
334818;331319;4,45
335397;331695;3,96
335459;331701;3,93
336161;331920;4,09
337058;332348;3,64
337113;332613;3,91
337116;332631;3,41
337615;332775;4,04
338691;333538;3,91
338798;333867;3,74
341281;333907;3,82
341735;334123;4,16
341879;334286;4,14
342445;334643;4,18
342504;334818;4,18
342637;335397;4,17
342994;335459;4,08
343614;336161;4,15
343718;337058;4,18
344262;337113;4,30
347143;337116;3,24
347610;337615;4,15
347656;338691;4,11
347698;338798;3,79
347852;341281;4,03
348225;341735;4,35
348489;341879;4,16
348573;342445;4,02
348632;342504;3,95
349129;342637;4,14
349473;342994;3,65
349929;343614;3,80
351023;343718;3,94
351064;344262;3,85
351648;347143;3,54
352262;347610;3,85
352383;347656;3,80
352921;347698;4,11
353342;347852;3,59
353814;348225;4,26
355190;348489;4,07
356321;348573;4,07
356373;348632;4,32
356824;349129;4,34
357636;349473;3,76
357664;349929;4,00
359194;351023;3,94
359375;351064;3,97
359410;351648;3,91
359461;352262;4,40
359463;352383;4,33
359581;352921;4,19
359770;353342;3,83
360562;353814;4,21
363752;355190;3,53
363851;356321;4,02
363973;356373;4,25
364089;356824;3,80
364550;357636;3,81
364826;357664;4,08
365990;359194;4,11
367802;359375;4,20
368468;359410;3,89
368593;359461;3,84
368772;359463;4,23
368916;359581;4,19
369110;359770;4,11
370057;360562;4,39
370493;363752;4,38
372638;363851;4,13
373755;363973;3,96
373915;364089;3,95
373925;364550;4,17
374233;364826;4,08
375013;365990;4,34
375901;367802;4,19
376514;368468;4,09
376561;368593;3,94
376613;368772;4,00
379316;368916;3,71
380975;369110;3,98
381421;370057;4,54
381440;370493;4,04
381489;372638;3,81
381704;373755;3,26
382450;373915;3,85
383028;373925;4,14
383196;374233;4,08
383206;375013;4,07
384597;375901;4,19
385255;376514;4,23
385706;376561;4,20
385742;376613;4,17
386142;379316;3,68
386187;380975;3,90
386286;381421;3,79
387749;381440;4,02
389763;381489;4,24
390711;381704;4,23
391724;382450;4,07
391729;383028;4,15
392563;383196;4,08
393060;383206;3,52
393146;384597;4,00
393199;385255;4,10
394469;385706;4,18
394535;385742;4,18
394683;386142;4,25
394772;386187;4,21
394841;386286;4,06
395182;387749;3,79
395233;389763;3,99
395871;390711;3,67
396266;391724;4,29
397860;391729;3,87
400412;392563;4,23
401514;393060;4,08
401679;393146;4,27
401876;393199;3,95
402017;394469;3,95
402045;394535;4,12
402128;394683;4,09
402843;394772;4,23
406373;394841;3,97
407429;395182;4,20
407999;395233;4,14
408615;395871;4,43
409918;396266;0,00
411053;397860;4,14
412732;400412;3,94
413158;401514;4,13
414298;401679;4,02
414895;401876;3,91
414999;402017;4,09
417524;402045;4,12
417780;402128;4,01
419083;402843;3,93
420282;406373;4,29
420297;407429;4,13
420404;407999;4,13
421549;408615;3,70
425124;409918;3,94
426504;411053;4,47
426775;412732;3,32
426825;413158;4,17
427920;414298;3,91
428042;414895;4,16
428223;414999;4,07
428263;417524;3,69
429024;417780;3,75
429138;419083;4,20
430968;420282;4,18
432283;420297;4,07
433533;420404;4,16
433567;421549;3,81
434229;425124;4,07
434535;426025;4,41
434764;426504;4,51
435045;426775;4,37
436806;426825;3,71
437885;427920;4,34
438024;428042;3,98
438492;428223;3,91
439173;428263;3,79
439275;429024;3,67
439288;429138;4,00
441618;430968;4,43
443540;432283;3,18
444347;433533;3,71
448836;433567;3,75
448873;434229;3,92
450573;434535;4,02
452235;434764;3,89
454236;435045;4,21
454856;436806;3,91
455373;437885;3,77
455764;438024;3,86
455925;438492;4,08
457264;439173;4,09
457457;439275;3,92
457762;439288;4,14
460548;441618;4,08
460635;443540;4,06
462684;444347;3,69
464260;448836;4,45
465226;448873;3,94
467032;450573;4,05
468070;452235;3,96
469571;454236;3,97
470495;454856;4,09
472025;455373;4,03
472331;455764;4,35
472343;455925;3,93
474634;457264;3,47
474858;457457;4,24
475339;457762;4,22
477338;460548;3,81
478657;460635;3,89
478894;462684;3,94
479415;464260;3,77
479561;465226;4,25
480204;467032;3,97
480479;468070;3,72
480570;469571;4,08
481335;470495;3,79
487445;472025;4,13
487666;472331;4,24
490867;472343;4,26
493455;474634;4,06
493456;474858;3,59
495395;475339;3,76
497164;477338;3,92
497199;478657;3,96
498641;478894;4,32
498835;479415;3,73
500743;479561;4,14
501124;480204;3,79
502295;480479;4,07
502406;480570;4,28
504420;481335;4,34
505304;487445;4,08
509784;487666;4,21
511614;490867;4,11
511684;493455;3,74
512475;493456;3,89
513207;495395;3,67
513367;497164;4,00
514210;497199;4,18
514313;498641;3,87
515905;498835;4,28
517188;500743;3,76
517344;501124;3,90
519112;502295;4,13
522471;502406;4,00
522525;504420;3,99
522534;505304;3,92
522776;509784;3,67
525488;511614;4,19
527862;511684;3,69
529626;512475;4,24
530793;513207;4,15
530965;513367;4,00
531197;514210;3,52
531262;514313;3,92
531350;515905;3,99
531421;517188;3,74
531989;517344;4,05
533465;519112;3,63
533675;522471;4,33
534255;522525;3,96
534289;522534;4,18
535441;522776;3,86
535494;525488;4,16
536790;527862;4,06
537070;529626;4,25
537094;530793;4,12
537296;530965;4,18
537375;531197;4,31
538845;531262;4,13
539282;531350;3,84
539904;531421;4,24
540020;531989;4,25
541024;533465;3,98
541341;533675;4,22
542389;534255;4,29
542639;534289;3,73
542752;535441;3,88
543086;535494;4,05
543103;536790;4,25
543339;537070;4,19
543873;537094;3,66
544424;537296;4,02
545425;537375;4,57
545951;538845;3,88
550454;539282;4,19
550844;539904;3,62
551876;540020;4,21
554674;541024;3,94
555500;541341;4,16
556511;542389;4,19
556602;542639;4,14
556629;542752;4,35
559889;543086;3,88
561403;543103;3,66
561909;543339;4,42
563887;543873;3,98
567678;544424;3,85
567704;545425;4,16
567795;545951;4,23
568099;550454;4,26
568236;550844;4,11
568454;551876;4,21
568645;554674;4,13
569564;555500;4,49
570172;556511;4,20
571508;556602;4,25
573201;556629;3,93
576570;559889;4,10
576666;561403;4,12
577283;561909;3,96
579143;563887;4,11
579696;567678;4,18
581125;567704;3,82
581409;567795;4,22
581552;568099;4,00
582533;568236;4,13
583924;568454;3,88
584637;568645;3,65
586472;569564;4,23
586516;570172;3,83
587666;571508;3,93
588747;573201;3,73
590552;576570;4,25
592089;576666;3,55
592657;577283;3,86
594361;579143;4,46
595375;579696;3,97
596259;581125;4,61
597790;581409;3,94
598117;581552;3,96
598159;582533;4,21
598160;583924;4,16
603422;584637;3,95
603911;586472;3,80
606818;586516;3,47
607639;587666;3,91
608474;588747;3,96
608601;590552;4,03
609035;592089;4,25
611298;592657;3,91
612188;594361;4,19
615233;595375;4,14
615570;596259;3,89
615921;597790;4,12
616318;598117;4,14
616678;598159;3,93
616828;598160;3,49
621739;603422;4,08
627206;603911;3,84
627984;606818;4,11
630621;607639;4,23
634407;608474;3,83
634583;608601;4,19
639787;609035;3,80
639864;611298;4,22
641604;612188;3,78
645023;615233;4,16
645180;615570;3,68
646056;615921;4,36
646195;616318;4,05
646462;616678;4,34
653396;616828;4,01
653559;621739;4,49
657034;627206;3,92
657371;627984;3,93
659469;630621;4,48
659546;634407;3,62
666758;634583;4,37
667234;639787;3,83
668710;639864;4,29
669570;641604;4,22
669780;645023;3,71
672493;645180;4,38
672875;646056;3,92
672948;646195;4,40
673252;646462;4,44
673657;653396;4,09
674220;653559;4,05
676555;657034;4,38
676737;657371;3,69
682153;659469;4,03
682745;659546;3,98
682751;666758;4,28
682761;667234;4,14
682793;668710;3,74
682804;669570;4,30
682920;669780;4,31
685401;672493;3,94
687278;672875;4,29
688663;672948;4,11
690866;673252;3,98
690955;673657;4,18
691520;674220;3,92
693016;676555;4,08
693172;676737;3,86
693208;682153;4,11
696177;682745;3,96
702539;682751;3,95
703292;682761;3,97
711901;682793;4,34
712313;682804;3,77
712807;682920;4,01
714569;685401;3,88
714711;687278;3,83
714902;688663;4,23
715834;690866;4,14
716696;690955;4,18
716944;691520;4,19
720298;693016;4,13
721003;693172;3,98
721012;693208;3,93
722864;696177;4,26
724371;702539;4,17
730501;703292;3,89
731804;710969;4,05
732562;711901;3,93
734542;712313;4,04
736131;712807;3,98
736376;714569;3,82
737957;714711;3,82
739840;714902;4,10
747061;715834;4,36
747746;716696;3,53
748862;716944;3,96
751635;720298;4,13
752900;721003;3,83
752994;721012;3,78
758153;722864;4,17
759611;724371;4,19
759945;730501;4,19
759960;731804;3,77
760025;732562;4,06
760168;734542;4,24
760205;736131;4,22
760941;736376;4,03
761732;737957;3,87
762288;739840;3,94
763047;747061;3,63
763362;747746;3,85
763594;748862;3,87
764073;751635;3,70
764165;752900;4,12
765148;752994;4,28
765193;758153;4,33
765281;759611;4,36
765427;759945;3,55
765811;759960;4,13
766020;760025;4,15
766955;760168;4,23
767171;760205;4,15
767680;760941;4,24
768889;761732;4,49
769016;762288;4,24
769212;763047;4,34
769483;763362;3,80
769712;763594;4,20
770038;764073;4,16
770040;764165;4,28
771332;765148;4,40
772852;765193;4,20
772976;765281;4,15
773038;765427;4,07
773276;765811;4,20
773480;766020;4,13
773514;766955;4,14
773858;767171;3,87
773951;767680;4,35
774001;768889;4,15
774060;769016;4,06
775346;769212;3,43
775597;769483;4,12
776159;769712;4,07
776407;770038;4,36
777211;770040;4,33
780581;771332;3,81
781046;772852;3,74
781110;772976;3,89
781182;773038;4,22
781787;773276;3,96
781844;773480;4,15
782580;773514;4,23
783127;773858;4,01
783291;773951;2,67
784911;774001;4,16
785092;774060;4,14
785453;775346;3,87
785454;775597;3,85
786256;776159;4,22
787660;776407;4,01
789559;777211;4,14
790171;780581;4,10
792161;781046;4,13
792938;781110;4,14
797094;781182;3,69
801178;781787;3,94
803171;781844;4,25
808853;782580;4,23
813214;783127;3,92
815158;783291;4,16
815234;784911;4,27
815309;785092;3,54
815716;785453;4,12
816720;785454;3,51
816752;786256;3,96
816870;787660;3,62
816953;789559;3,94
817791;790171;4,16
818811;792161;3,96
819667;792938;4,23
820273;797094;4,11
820394;801178;3,51
820480;803171;4,32
821000;808853;4,38
821003;813214;4,32
821056;815158;4,30
822989;815234;4,18
823411;815309;4,31
823412;815716;4,05
824062;816720;4,32
824204;816752;4,15
824508;816870;3,87
825081;816953;4,20
825377;817791;4,26
825473;818811;4,00
825576;819667;4,06
826582;820273;4,26
826583;820394;4,16
826584;820480;4,17
826585;821000;4,23
826845;821003;3,92
827497;821056;4,28
827685;822989;4,09
828084;823411;4,00
828387;823412;3,37
829313;824062;4,18
830791;824204;4,03
831470;824508;4,22
831635;825081;3,90
832543;825377;4,12
833253;825473;4,31
833549;825576;4,34
833550;826582;4,24
835202;826583;4,20
835495;826584;4,16
835623;826585;3,97
838917;826845;4,38
839263;827497;4,16
840278;827685;3,86
841628;828084;4,51
844051;828387;3,97
845403;829313;4,32
845977;830791;4,29
846066;831470;4,15
846984;831635;3,80
849380;832543;4,19
851393;833253;4,19
851678;833549;4,16
852460;833550;3,85
854757;835202;3,95
856917;835495;4,01
857418;835623;4,07
857445;838917;4,16
857448;839263;4,17
857501;840278;4,22
857502;841628;3,81
858037;844051;4,00
858513;845403;4,31
858514;845977;4,22
858719;846066;4,09
861326;846984;4,19
862041;849380;4,74
866222;851393;3,80
867247;851678;4,09
867248;852460;4,25
867650;854757;4,20
872333;856917;3,68
875441;857418;4,44
884288;857445;0,00
886066;857448;4,03
886512;857501;4,17
887877;857502;4,23
890143;858037;3,60
894072;858513;4,21
895886;858514;4,16
898885;858719;3,73
899492;861326;4,22
899962;862041;4,22
900065;866222;4,16
900070;867247;4,28
900892;867248;4,05
902715;867650;4,27
905092;872333;4,15
905382;875441;4,31
906541;884288;4,14
906560;886066;4,47
910863;886512;4,01
911579;887877;4,20
914211;890143;3,98
918789;894072;4,12
920607;895886;4,33
920649;898885;4,02
920780;899492;4,06
921651;899962;4,22
922991;900065;3,99
923950;900070;3,87
925367;900892;3,89
926908;902715;4,01
927979;905092;4,43
929782;905382;4,39
930612;906541;3,92
934700;906560;4,13
943402;910863;4,07
944073;911579;4,14
944076;914211;4,26
949709;918789;4,20
953260;920607;3,91
954674;920649;3,94
961831;920780;3,92
961833;921651;4,06
967494;922991;4,23
969177;923950;3,81
969275;925367;4,42
974122;926908;4,13
975119;927979;4,09
978098;929782;4,24
981463;930612;4,20
988170;934700;4,16
989313;943402;3,75
991197;944073;4,36
1000751;944076;3,95
1001896;949709;4,33
1009996;953260;4,11
1011632;954674;3,32
1013383;961831;4,47
1025039;961833;4,13
1027760;967494;4,27
1031461;969177;4,28
1044141;969275;3,99
1055617;974122;4,37
1056627;975119;4,15
1059680;978098;3,98
1062516;981463;4,11
1081560;988170;3,81
1087075;989313;3,57
1096390;991197;3,82
1099097;1000751;4,23
1099301;1001896;4,04
1107001;1009996;4,06
1116393;1011632;3,71
1127996;1013383;4,25
1128178;1025039;3,44
1129315;1027760;4,19
1134122;1031461;4,08
1145862;1044141;4,39
1149440;1055617;4,09
1153709;1056627;4,28
1158967;1059680;4,06
1162022;1062516;4,15
1168341;1081560;4,07
1173576;1087075;3,90
1175893;1096390;3,57
1197646;1099097;4,25
1206073;1099301;4,11
1207904;1107001;3,81
1207980;1116393;4,13
1210754;1127996;3,97
1211904;1128178;3,97
1215290;1129315;4,30
1217100;1134122;4,02
1219103;1145862;3,74
1219954;1149440;4,14
1220507;1153709;3,41
1225261;1158967;4,00
1237300;1162022;4,22
1237398;1168341;4,42
1238684;1173576;4,15
1240662;1175893;4,12
1244286;1197646;3,82
1248179;1206073;3,58
1249630;1207904;3,99
1255781;1207980;4,16
1268348;1210754;3,71
1268479;1211904;4,22
1275105;1215290;4,48
1278752;1217100;3,93
1279686;1219103;4,34
1282954;1219954;3,72
1295102;1220507;4,01
1296415;1225261;4,15
1298171;1237300;4,47
1298205;1237398;4,29
1314332;1238684;3,84
1316382;1240662;3,61
1316617;1244286;4,07
1317181;1248179;4,56
1317696;1249630;3,57
1331653;1255781;3,51
1335019;1268348;4,29
1335184;1268479;4,32
1337448;1275105;4,16
1350249;1278752;4,48
1358844;1279686;3,76
1362193;1282954;4,15
1365225;1295102;4,10
1375896;1296415;4,04
1376220;1298171;4,20
1379961;1298205;4,00
1388813;1314332;4,25
1402668;1316382;3,24
1407874;1316617;4,09
1409344;1317181;4,24
1412138;1317696;4,36
1421990;1331653;4,18
1422926;1335019;4,25
1430213;1335184;4,02
1432370;1337448;4,19
1434105;1350249;3,72
1457790;1358844;3,85
1464757;1362193;4,06
1466455;1365225;3,76
1470232;1375896;4,10
1472878;1376220;4,04
1476261;1379961;3,17
1491906;1388813;4,01
1499952;1402668;4,09
1503274;1407874;3,70
1528410;1409344;3,70
1537534;1412138;4,06
1563413;1421990;4,26
1603923;1422926;4,39
1609451;1430213;3,91
1611656;1432370;4,32
1611988;1434105;4,09
1624920;1457790;3,99
1629007;1464757;3,77
1629601;1466455;3,82
1632833;1470232;4,31
1651302;1472878;4,02
1653655;1476261;3,94
1661957;1491906;3,75
1662160;1499952;3,97
1667423;1503274;4,07
1672727;1528410;3,80
1675216;1537534;3,97
1693617;1563413;4,49
1713426;1603923;4,10
1722717;1609451;3,71
1728744;1611656;4,32
1734639;1611988;3,39
1736739;1624920;3,78
1746470;1629007;4,20
1747182;1629601;4,04
1747896;1632833;3,43
1754206;1651302;3,70
1767779;1653655;4,09
1774836;1661957;4,11
1776251;1662160;4,09
1779929;1667423;3,85
1809465;1672727;4,10
1811543;1675216;4,33
1812457;1693617;3,74
1820716;1713426;3,88
1821187;1722717;3,89
1821571;1728744;4,15
1833852;1734639;4,06
1848444;1736739;4,22
1858013;1746470;4,20
1862313;1747182;3,69
1876770;1747896;4,36
1883838;1754206;4,12
1902241;1767779;3,70
1908456;1774836;4,08
1908511;1776251;4,37
1914973;1779929;4,05
1918305;1809465;3,83
1923820;1811543;4,43
1931915;1812457;4,04
1963638;1820716;4,27
1966969;1821187;3,95
1967070;1821571;3,96
1971304;1833852;4,28
1991039;1848444;3,56
1999475;1858013;4,18
2003625;1862313;4,38
2003767;1876770;3,92
2017056;1883838;3,99
2029177;1902241;3,74
2029927;1908456;3,92
2033352;1908511;4,07
2054761;1914973;4,05
2063563;1918305;3,42
2071575;1923820;3,62
2073686;1931915;4,29
2082136;1963638;3,83
2108198;1966969;3,95
2118114;1967070;3,75
2118745;1971304;3,96
2120783;1991039;3,86
2120932;1999475;4,39
2133795;2003625;3,96
2133827;2003767;3,60
2138727;2017056;3,99
2145681;2029177;3,70
2146957;2029927;4,26
2152871;2033352;4,30
2159007;2054761;3,53
2159225;2063563;4,19
2161733;2071575;4,08
2168860;2073686;4,31
2176735;2082136;3,80
2176873;2108198;4,04
2177236;2118114;3,94
2179276;2118745;4,07
2179832;2120783;3,80
2182780;2120932;4,09
2187270;2133795;3,49
2195289;2133827;3,45
2195464;2138727;3,79
2197227;2145681;4,00
2200877;2146957;3,98
2202049;2152871;4,06
2202230;2159007;4,34
2211221;2159225;3,90
2213324;2161733;3,77
2223324;2168860;4,61
2227371;2176735;3,80
2235597;2176873;3,57
2241059;2177236;4,34
2241558;2179276;3,62
2247142;2179832;3,93
2251306;2182780;4,00
2260637;2187270;4,00
2267195;2195289;4,08
2272880;2195464;3,88
2292384;2197227;4,02
2295829;2200877;4,17
2299110;2202049;4,59
2306910;2202230;3,98
2318271;2211221;4,25
2321296;2213324;3,68
2324124;2223324;4,05
2325825;2227371;3,93
2334751;2235597;3,75
2350129;2241059;4,71
2358737;2241558;3,68
2364284;2247142;4,10
2402971;2251306;4,09
2410506;2260637;3,69
2454986;2267195;4,40
2458340;2272880;3,46
2467566;2292384;3,83
2474084;2295829;4,05
2475251;2299110;4,02
2485785;2306910;4,09
2498983;2318271;4,26
2508164;2321296;3,28
2508854;2324124;3,68
2527900;2325825;3,80
2548866;2334751;3,78
2570856;2350129;4,04
2579284;2358737;4,08
2586771;2364284;3,63
2595138;2402971;3,96
2615008;2410506;3,40
2642070;2454986;3,62
2659997;2458340;3,89
2678349;2467566;4,21
2679633;2474084;4,07
2693801;2475251;3,80
2696181;2479827;3,87
2702704;2485785;4,34
2712967;2498983;4,28
2714607;2508164;3,88
2728527;2508854;4,12
2731276;2527900;3,60
2753843;2548866;3,89
2761626;2570856;0,00
2804776;2579284;3,33
2807199;2586771;3,72
2815590;2595138;3,52
2815949;2615008;4,23
2820533;2642070;3,86
2832909;2659997;4,42
2836109;2678349;4,31
2845024;2679633;4,18
2845287;2693801;3,66
2855034;2696181;4,05
2865944;2702704;4,20
2906039;2712967;3,85
2924318;2714607;3,97
2936415;2728527;4,03
2954411;2731276;3,83
2964700;2750180;4,24
2967752;2753843;3,73
2983489;2761626;3,67
2983562;2804776;3,34
2986865;2807199;3,98
3002300;2815590;4,09
3015764;2815949;3,69
3018539;2820533;3,97
3047848;2832909;4,10
3047851;2836109;4,15
3052106;2845024;4,12
3086160;2845287;3,80
3090282;2855034;3,94
3097601;2865944;3,92
3099780;2906039;3,96
3099787;2924318;4,04
3106441;2936415;3,76
3116205;2954411;4,39
3121162;2964700;3,54
3128411;2967752;4,34
3130430;2983489;4,09
3134981;2983562;4,04
3147367;2986865;3,76
3153910;3002300;4,19
3157876;3015764;4,17
3165162;3018539;4,58
3173558;3047848;4,24
3181564;3047851;3,94
3181953;3052106;3,77
3213286;3086160;3,84
3216451;3090282;3,71
3223761;3097601;4,10
3228917;3099780;4,11
3236307;3099787;4,10
3238153;3106441;3,92
3240483;3116205;3,82
3243517;3121162;4,15
3253215;3128411;3,72
3268926;3130430;3,79
3272165;3134981;4,07
3276012;3147367;4,11
3276072;3153910;3,94
3289281;3157876;3,97
3293821;3165162;4,11
3301759;3173558;3,92
3313418;3181564;4,32
3320520;3181953;2,97
3331756;3213286;4,32
3334563;3216451;4,17
3338544;3223761;4,03
3344411;3228917;4,21
3367956;3236307;3,98
3389671;3238153;3,85
3392089;3240483;4,07
3398625;3243517;3,86
3407877;3253215;4,12
3419808;3268926;3,75
